restaurant_name,cuisine,rating,number_of_ratings,average_price,number_of_offers,offer_name,area,pure_veg,location,price_num,ratings_count,primary_cuisine,is_veg,num_offers
Mr. Crust Bakers,"Bakery, Desserts",4.3,500+ ratings,₹300 for two,5,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹1300, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200",Tri Nagar,Yes,Delhi,300.0,500.0,Bakery,1,5
Radhey Shyam Chole Bhature,North Indian,4.5,500+ ratings,₹300 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Pitampura,Yes,Delhi,300.0,500.0,North Indian,1,4
Fresh Food And Caterer,"North Indian, Thalis",3.6,1K+ ratings,₹150 for two,5,"FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹249, 50% OFF UPTO ₹100
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹150 OFF
USE STEALDEAL150ABOVE ₹299, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹700, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550",Karol Bagh,No,Delhi,150.0,1000.0,North Indian,0,5
Vaishno Corner,"North Indian, Indian",4.1,10K+ ratings,₹200 for two,5,"FLAT DEAL
FLAT ₹125 OFF
USE DEALICIOUSABOVE ₹199, 60% OFF UPTO ₹120
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹600, FLAT DEAL
FLAT ₹150 OFF
USE FLATDEALABOVE ₹499, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550",Ashok vihar,Yes,Delhi,200.0,10000.0,North Indian,1,5
Xotic Dosa,"North Indian, South Indian",4.4,1K+ ratings,₹200 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Janakpuri,Yes,Delhi,200.0,1000.0,North Indian,1,4
Sri Saravana South Food Corner,"South Indian, Chinese",4.1,100+ ratings,₹200 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Karol Bagh,Yes,Delhi,200.0,100.0,South Indian,1,4
Kullhad Chai,"Beverages, Street Food",4.3,1K+ ratings,₹200 for two,5,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹350, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200",Rajinder Nagar,Yes,Delhi,200.0,1000.0,Beverages,1,5
Marathi Katta,North Indian,4.1,1K+ ratings,₹200 for two,5,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rajinder Nagar,No,Delhi,200.0,1000.0,North Indian,0,5
Winni Cakes & More,Desserts,3.5,50+ ratings,₹200 for two,5,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹179, SAVE BIG
20% OFF UPTO ₹100
USE JUMBOABOVE ₹479, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200",Rajouri Garden,Yes,Delhi,200.0,50.0,Desserts,1,5
GetAWay-Ice Creams & Desserts,"Ice Cream, Desserts",4.3,100+ ratings,₹200 for two,5,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹299, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹700, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129",Rajouri Garden,Yes,Delhi,200.0,100.0,Ice Cream,1,5
Temple Street,"North Indian, South Indian",4.0,500+ ratings,₹250 for two,5,"FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, SAVE BIG
30% OFF UPTO ₹150
USE JUMBOABOVE ₹479, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200",Tilak Nagar,Yes,Delhi,250.0,500.0,North Indian,1,5
Mr. Dosa (Pitampura),"South Indian, Chinese",4.1,1K+ ratings,₹200 for two,5,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹179, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Pitampura,Yes,Delhi,200.0,1000.0,South Indian,1,5
Ramji Di Hatti,"Snacks, Desserts",4.3,10K+ ratings,₹299 for two,5,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹800, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200",Mayapuri,Yes,Delhi,299.0,10000.0,Snacks,1,5
Pastry Palace,"Fast Food, Bakery",4.3,10K+ ratings,₹200 for two,5,"BREAKFAST
FLAT ₹75 OFF
USE BFBINGEABOVE ₹249, 30% OFF UPTO ₹75
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹749, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550",Vikas puri,No,Delhi,200.0,10000.0,Fast Food,0,5
New Gole Hatti,North Indian,4.5,1K+ ratings,₹300 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",West Patel Nagar,Yes,Delhi,300.0,1000.0,North Indian,1,4
Halwaivala Sweets Resturant And Bakery,"Sweets, Street Food",4.3,100+ ratings,₹296 for two,5,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹700, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹499, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129",naraina industrial area,Yes,Delhi,296.0,100.0,Sweets,1,5
Nivetha Dosa Corner,South Indian,4.2,5K+ ratings,₹200 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rohini,Yes,Delhi,200.0,5000.0,South Indian,1,4
Shree Darshan Chole Bhature,Indian,4.3,100+ ratings,₹150 for two,5,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹159, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Subhash Nagar,Yes,Delhi,150.0,100.0,Indian,1,5
Hanuman Store,"Bakery, Sweets",4.4,500+ ratings,₹150 for two,5,"15% OFF UPTO ₹45
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹700, FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, SAVE BIG
30% OFF UPTO ₹150
USE JUMBOABOVE ₹479, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550",Pitampura,Yes,Delhi,150.0,500.0,Bakery,1,5
Punjabi Chajja,"North Indian, Punjabi",4.3,1K+ ratings,₹150 for two,5,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹700, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200","Shri Nagar , Main road",Yes,Delhi,150.0,1000.0,North Indian,1,5
Deluxe Butter Omlette,Indian,4.5,1K+ ratings,₹200 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rohini,No,Delhi,200.0,1000.0,Indian,0,4
Rama Poori Sabzi Special Tawa Paratha,North Indian,3.8,1K+ ratings,₹250 for two,5,"FLAT DEAL
FLAT ₹125 OFF
USE BFBINGEABOVE ₹249, 60% OFF UPTO ₹115
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹349, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹700, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550",Janakpuri,Yes,Delhi,250.0,1000.0,North Indian,1,5
Modern Chole Kulche,North Indian,4.2,100+ ratings,₹300 for two,5,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹159, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ashok vihar,Yes,Delhi,300.0,100.0,North Indian,1,5
Kulachi Ke Special Chole Kulche,"North Indian, Punjabi",4.4,500+ ratings,₹100 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ashok Vihar,Yes,Delhi,100.0,500.0,North Indian,1,4
Pikwik Since 1991,"North Indian, Chinese",4.3,10K+ ratings,₹800 for two,5,"FLAT DEAL
FLAT ₹125 OFF
USE FLASHDEALABOVE ₹249, 60% OFF UPTO ₹120
USE TRYNEWABOVE ₹179, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200",Pitampura,No,Delhi,800.0,10000.0,North Indian,0,5
Bake Bikaner,"North Indian, Indian",3.9,500+ ratings,₹300 for two,5,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Janakpuri,Yes,Delhi,300.0,500.0,North Indian,1,5
Anytime Nutrition,"Burgers, Snacks",4.6,500+ ratings,₹150 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ashok Vihar,No,Delhi,150.0,500.0,Burgers,0,4
Kerala Coastal Restaurant,"South Indian, Chinese",4.1,100+ ratings,₹200 for two,5,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹499, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129",Karol Bagh,No,Delhi,200.0,100.0,South Indian,0,5
Godavari Bakery,"Bakery, Fast Food",4.1,10K+ ratings,₹300 for two,5,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹900, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹499, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129",Vikas puri,Yes,Delhi,300.0,10000.0,Bakery,1,5
Choko La,"Indian, Bakery",4.5,100+ ratings,₹600 for two,5,"FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹249, 60% OFF UPTO ₹120
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹150 OFF
USE FLAT150ABOVE ₹699, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550",Rajouri Garden,No,Delhi,600.0,100.0,Indian,0,5
Nirula'S,"Pizzas, Burgers",4.0,100+ ratings,₹300 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rajouri Garden,No,Delhi,300.0,100.0,Pizzas,0,4
Keventers Ice Cream,"Ice Cream, Desserts",4.6,50+ ratings,₹200 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rajouri Garden,Yes,Delhi,200.0,50.0,Ice Cream,1,4
Vital Bowls - Salads & More,"Healthy Food, Salads",0.0,No Ratings,₹500 for two,5,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹399, FLAT DEAL
FLAT ₹150 OFF
USE FLAT150ABOVE ₹599, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129",Rajouri Garden,No,Delhi,500.0,0.0,Healthy Food,0,5
Delights By INOX,Snacks,0.0,No Ratings,₹400 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Vishal Cinema Complex,Yes,Delhi,400.0,0.0,Snacks,1,4
Baking Love Bakers,"Bakery, Desserts",4.2,100+ ratings,₹400 for two,5,"FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹249, 60% OFF UPTO ₹120
USE TRYNEWABOVE ₹179, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200",Rajouri Garden,Yes,Delhi,400.0,100.0,Bakery,1,5
Makhani Darbar,"Kebabs, Mughlai",0.0,No Ratings,₹500 for two,5,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹179, Free Coca-Cola Bottle (475 ML)
NO CODE REQUIREDABOVE ₹499, FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹399, FLAT DEAL
FLAT ₹150 OFF
USE FLAT150ABOVE ₹599, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550",Jwala Heri Market,No,Delhi,500.0,0.0,Kebabs,0,5
Gopal Kachori Wala,Snacks,4.0,500+ ratings,₹200 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Punjabi Bagh,Yes,Delhi,200.0,500.0,Snacks,1,4
DonBuri,"Continental, Chinese",3.6,50+ ratings,₹250 for two,0,No Offer,Rajouri Garden,No,Delhi,250.0,50.0,Continental,0,0
Xero Degrees,"Italian-American, Beverages",4.1,50+ ratings,₹950 for two,5,"FLAT 10% OFF
USE TRYNEWABOVE ₹159, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Paschim Vihar,No,Delhi,950.0,50.0,Italian-American,0,5
Cake Factory,Bakery,2.2,100+ ratings,₹500 for two,5,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 50% OFF
USE PARTYABOVE ₹1100, FLAT DEAL
FLAT ₹200 OFF
USE FLATDEALABOVE ₹999, SAVE BIG
30% OFF UPTO ₹150
USE JUMBOABOVE ₹479, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550",Tagore Garden,No,Delhi,500.0,100.0,Bakery,0,5
Mister Gulati Bakers,"Cakes and Pastries, Bakery",4.6,5K+ ratings,₹399 for two,5,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rajouri Garden,No,Delhi,399.0,5000.0,Cakes and Pastries,0,5
Castle Cakes,"Bakery, Desserts",4.1,100+ ratings,₹150 for two,5,"FLAT 50% OFF
NO CODE REQUIRED, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",West Patel Nagar,Yes,Delhi,150.0,100.0,Bakery,1,5
Creative Chef Baker,"Bakery, Desserts",4.1,100+ ratings,₹200 for two,5,"FLAT 50% OFF
NO CODE REQUIRED, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",West Patel Nagar,Yes,Delhi,200.0,100.0,Bakery,1,5
Haldiram Bhujiawala,"Snacks, North Indian",3.8,1K+ ratings,₹400 for two,5,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹159, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ashok vihar,Yes,Delhi,400.0,1000.0,Snacks,1,5
Hot Spot Mini Shop,"Continental, Chinese",3.6,10K+ ratings,₹310 for two,5,"FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹249, 50% OFF UPTO ₹100
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹800, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129",Netaji Subhash Place,Yes,Delhi,310.0,10000.0,Continental,1,5
Green Bhojnalaya,Indian,3.9,50+ ratings,₹300 for two,5,"50% OFF UPTO ₹95
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹299, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹700, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129",Janakpuri,No,Delhi,300.0,50.0,Indian,0,5
Bikaner Sweet India,Sweets,3.4,10+ ratings,₹400 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Janakpuri,Yes,Delhi,400.0,10.0,Sweets,1,4
Punjabi Parantha,Chinese,3.7,50+ ratings,₹200 for two,5,"FLAT DEAL
FLAT ₹125 OFF
USE BFBINGEABOVE ₹249, 50% OFF UPTO ₹95
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹349, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹700, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550",Tilak Nagar,No,Delhi,200.0,50.0,Chinese,0,5
Nomad Pizza- Traveller Series,"Pizzas, Fast Food",4.2,500+ ratings,₹850 for two,5,"50% OFF UPTO ₹100
USE TRYNEWON SELECT ITEMS, Free Bungee Ice Tea
NO CODE REQUIREDABOVE ₹999, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹2499, FLAT DEAL
FLAT ₹100 OFF
USE FLAT100ABOVE ₹799, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550",Punjabi Bagh,No,Delhi,850.0,500.0,Pizzas,0,5
Honey & Dough,"Cakes and Pastries, Pastas",4.4,500+ ratings,₹300 for two,5,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Pitampura,No,Delhi,300.0,500.0,Cakes and Pastries,0,5
Hari Ram Sweets,"Sweets, Chinese",4.3,100+ ratings,₹100 for two,5,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹499, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200",Rohini,Yes,Delhi,100.0,100.0,Sweets,1,5
Amritsari Kulcha King,"Punjabi, North Indian",4.0,500+ ratings,₹150 for two,5,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹700, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200",Jail Road,Yes,Delhi,150.0,500.0,Punjabi,1,5
Subhub,American,4.2,10K+ ratings,₹200 for two,5,"FLAT 50% OFF
NO CODE REQUIRED, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rajouri Garden,No,Delhi,200.0,10000.0,American,0,5
Shyam Sweets,"Sweets, Snacks",4.2,500+ ratings,₹250 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ashok Vihar,Yes,Delhi,250.0,500.0,Sweets,1,4
Hashtag Foods,"Fast Food, Italian",4.1,10K+ ratings,₹400 for two,5,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹900, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200",Jail Road,No,Delhi,400.0,10000.0,Fast Food,0,5
AGGARWAL BIKANERI SWEETS,"Sweets, Snacks",2.6,6 ratings,₹350 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Paschim Vihar,Yes,Delhi,350.0,6.0,Sweets,1,4
Lala Pakode Wala,"Indian, Snacks",3.6,20+ ratings,₹200 for two,5,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹1000, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹749, SAVE BIG
20% OFF UPTO ₹100
USE JUMBOABOVE ₹479, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550",Kirti Nagar,No,Delhi,200.0,20.0,Indian,0,5
Mehfil By Behrouz,"Biryani, North Indian",3.7,10+ ratings,₹700 for two,5,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹179, Free Coke
NO CODE REQUIREDABOVE ₹699, FLAT DEAL
FLAT ₹125 OFF
USE DEALICIOUSABOVE ₹599, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129",Paschim Vihar,No,Delhi,700.0,10.0,Biryani,0,5
Rajasthani Dhaba,"Chinese, Mughlai",3.3,20+ ratings,₹100 for two,5,"FLAT 65% OFF
NO CODE REQUIRED, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",JANAKPURI,No,Delhi,100.0,20.0,Chinese,0,5
